,SRR4425715,SRR4425719,SRR4425713,SRR4425659,SRR4425662,SRR4425712,SRR4425660,SRR4425718,SRR4425710,SRR4425666,SRR4425714,SRR4425711,SRR4425661,SRR4425664,SRR4425663,SRR4425665
MEG_6778|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4842|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,713,0,0,0,884,395,281
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,80352,0,0,0,15082,0,11774,0,65098,10740,166512,109597,0,11949,6617,4684
MEG_1974|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0
MEG_6990|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,143,0,0,139,131,0,134,0,0,9993,0,0,0,12276,6838,4413
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,33391,2802,6821,24728,22882,2600,13960,2219,25285,268,16317,12165,5842,266,146,124
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,0,0,0,0,0,0,0,0,0,625,0,0,0,652,389,312
MEG_2632|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,72,0,0,0,125,98,73
MEG_4023|Drugs|betalactams|Class_C_betalactamases|MOX,0,0,0,0,0,0,0,0,0,87,0,0,0,122,0,0
MEG_746|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,108,0,0,0,0,0,0,0,228,0,1054,721,0,0,0,0
MEG_916|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,973,110,0,376,421,80,295,78,352,51681,1507,991,775,64053,37262,19867
MEG_6544|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,0,0,0,0,0,0,0,0,0,10549,0,0,0,14050,0,4354
MEG_18|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,0,0,0,0,0,0,0,0,0,190,0,0,0,0,159,0
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,0,0,0,30,4,0,4,0,7,397,212,0,0,520,177,253
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,60,0,0,0,0,24,0,0,66,78,264,73,0,51,63,32
MEG_6709|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0
MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,73386,9179,62283,14539,9690,21837,6849,15223,59309,2280,143140,102849,10496,2508,1504,917
MEG_933|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2850,0,0,1128,2502,0,921,0,1448,632,3153,4287,3573,699,449,263
MEG_2788|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,137661,2310,2019,152102,150132,1869,114544,7420,168909,17208,302307,171166,123132,18390,10042,6445
MEG_1023|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,255,0,796,3207,583,101,1409,0,224,107,1115,0,562,0,28,43
MEG_901|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,1253,0,0,0,1934,1217,529
MEG_1888|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0
MEG_217|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0
MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM,398,62,268,435,938,0,271,0,920,0,538,204,561,60,20,0
MEG_1177|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,3715,0,0,127,1396,0,41,0,4142,107,1350,691,1627,0,0,0
MEG_5832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,0,0,0,0,0,0,0,0,0,12636,0,0,0,15853,9762,4959
MEG_2644|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,474,0,0,0,0,0,0,0,61,357,0,0,0,381,191,152
MEG_3506|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
MEG_1741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,705,328,0,0,0,0,0,177,0,0,0,0,0,0,0,0
MEG_2086|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,52440,2761,4430,26648,32050,1451,16244,2367,30079,502,18550,30818,30340,589,329,312
MEG_6592|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,4842,163,83,398,1841,320,383,29,4973,21183,22219,16846,810,26434,14942,7324
MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,45726,181,2286,283,210,1365,210,481,116148,147,214889,162057,0,224,0,88
MEG_5781|Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7083|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,59,0,0,355,483,63,670,45,67,0,765,112,173,0,0,0
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,2708,230,3837,12425,12764,0,9353,0,9717,413,5442,4224,6036,443,190,174
MEG_6925|Drugs|betalactams|Class_A_betalactamases|TEM,1457,183,1822,2108,3782,0,1352,0,4865,231,2483,1314,1822,286,167,127
MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,11805,1188,1642,4116,15257,314,3344,972,4518,189,3485,3096,5112,266,0,180
MEG_224|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,377,0,0,0,411,212,0
MEG_4214|Drugs|Aminocoumarins|Aminocoumarin_efflux_pump|NOVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195
MEG_2726|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRBSM,0,0,0,0,0,0,0,0,0,17695,0,0,0,23149,13008,7195
MEG_7195|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,3422,120,58,1932,2744,211,1343,117,1793,1137,4325,5789,5331,1436,816,531
MEG_1478|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,1071,635,141,4630,3834,2679,3146,227,1929,82,12107,4806,1442,82,46,66
MEG_7058|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,121,495,1157,7397,78423,932,4550,260,40,24474,47,22,738,30618,15374,11324
MEG_3950|Drugs|betalactams|Class_C_betalactamases|MIR,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
MEG_1872|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
MEG_1470|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR,0,0,0,0,0,91,0,122,0,0,0,0,0,0,44,0
MEG_5156|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,25830,0,0,0,31008,16527,10731
MEG_5853|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,0,0,0,0,13,0,0,0,0,2566,0,0,0,3017,1740,990
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,4368,4558,4643,120778,37384,2081,13695,4929,5875,4037,6084,2595,16888,5090,2797,1656
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,59924,63,21,23017,32104,0,22104,0,28786,1686,10405,11866,228,2168,861,894
MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,1535,607,1854,862,0,1142,1948,2853,2117,612,1812,1022,831
MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,396,0,0,0,400,302,0
MEG_299|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,338,185,152
MEG_1149|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,168659,140,75,1337,684,267,387,206,370719,89,385579,303423,161,123,0,151
MEG_6165|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,45798,14263,5979,146337,155422,0,127556,4859,51660,0,17865,6402,111919,0,491,382
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,80280,5834,9654,57683,52661,3282,33217,5104,45017,954,35571,62772,52440,1302,624,500
MEG_4419|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,17,0,56723,0,0,0,70146,38656,23781
MEG_6786|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,136,0,130,0,0,0,0,0
MEG_1647|Drugs|betalactams|Class_A_betalactamases|CEPA,473,0,0,302,247,0,737,0,1197,0,0,216,406,0,0,0
MEG_1069|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1031|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,63,112,54,0,130,0,0,0,0,0,209,0,0,0
MEG_1899|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,115110,7255,14087,75466,70422,4746,47131,7486,85912,1269,52248,99748,78240,1603,931,686
MEG_1648|Drugs|betalactams|Class_A_betalactamases|CEPA,442,0,0,51,899,0,305,0,2722,0,85,266,184,0,0,0
MEG_6836|Drugs|betalactams|Class_A_betalactamases|TEM,402,42,281,451,870,0,283,0,988,0,503,203,598,36,30,0
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,33116,10321,30378,8025,5537,27168,2895,11878,23647,6753,59550,37952,3587,7984,4371,2784
MEG_821|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,709,0,0,0,930,483,398
MEG_7086|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,53,0,0,426,476,74,738,0,105,41,789,161,212,0,0,0
MEG_199|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,1389,0,0,0,1796,836,570
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,178995,10774,16934,88966,99559,5648,55660,8277,83347,1440,63322,103074,98495,1804,981,656
MEG_4174|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,60166,3749,5546,36514,32838,1998,17113,3208,25366,499,18827,29852,29410,512,353,0
MEG_6035|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,0,0,0,0,0,0,0,0,0,3177,0,0,0,3740,2109,1548
MEG_1201|Drugs|betalactams|Class_B_betalactamases|BC,0,0,0,0,0,0,0,0,0,48,0,180,0,68,44,0
MEG_945|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,160,0,0,0,0,0,694,103,0,0,750,438,181
MEG_1130|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,402
MEG_3131|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,365973,0,0,0,437557,253380,118823
MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,124575,6608,9727,55817,54439,3482,33359,5128,61587,871,36803,64229,61253,970,552,428
MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,6707,0,0,0,0,0
MEG_6839|Drugs|betalactams|Class_A_betalactamases|TEM,124,0,0,118,147,0,0,0,178,0,0,0,0,0,0,0
MEG_6669|Drugs|betalactams|Class_A_betalactamases|TEM,538,0,461,574,1300,0,0,0,1340,0,774,318,852,0,0,40
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,3853,25212,113341,183259,72610,74572,41915,48231,10477,53469,6331,0,20524,62047,32528,18120
MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,5130,0,0,0,0,0,0,0
MEG_1237|Drugs|betalactams|Class_A_betalactamases|BLA1,0,0,0,0,0,0,0,0,0,67,0,0,0,104,49,0
MEG_6974|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,14341,242,174,2122,839,638,1007,68,20821,217,74151,51444,735,154,132,120
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,112069,14548,114841,14252,10976,36503,5610,32697,93206,4553,208327,150808,6148,4800,2667,1774
MEG_5259|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,590,0,0,0,762,417,234
MEG_4981|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,319,0,0,0,361,215,143
MEG_683|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
MEG_7322|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_regulator|TUNR,0,0,0,0,0,0,0,0,0,236,0,0,0,310,341,0
MEG_907|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,91,0,0,0,107,67,40
MEG_2022|Metals|Copper_resistance|Copper_resistance_protein|COPA,0,0,0,0,0,0,0,0,0,533,0,0,0,0,799,1049
MEG_7662|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,52,0,0,0,70,26,56
MEG_701|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,38
MEG_953|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,126,0,0,0,146,77,70
MEG_6763|Drugs|betalactams|Class_A_betalactamases|TEM,359,36,320,384,903,0,303,0,1003,61,528,230,601,25,19,0
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,139150,10533,19731,109968,105227,6525,64003,10855,90170,1627,67561,125649,95056,2037,1112,956
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,19445,1736,1432,7366,2595,781,2928,820,9449,37027,9688,8025,1949,44531,28514,13422
MEG_6583|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,5537,172,105,495,2341,401,465,62,6181,29009,27304,21649,1016,36716,21555,10471
MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,0,0,0,0,0,0,0,0,0,3242,0,0,0,4755,2353,1583
MEG_1230|Metals|Iron_resistance|Iron_resistance_protein|BFRA,0,0,0,0,0,0,0,0,0,567,0,0,0,636,458,264
MEG_2828|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,12225,12111,25989,27733,23419,52235,24217,38050,73609,12692,36068,3533,9930,14039,7830,4365
MEG_229|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,152,0,0,0,172,113,78
MEG_1122|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|ARNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643
MEG_6116|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,16134,0,0,0,23885,0,16661,0,0,0,0,0,0,0,0
MEG_7065|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,133,522,1324,5884,55914,739,6354,449,0,21263,0,0,914,27260,13308,9693
MEG_6887|Drugs|betalactams|Class_A_betalactamases|TEM,549,0,821,826,968,0,444,0,2253,218,1077,567,543,254,100,91
MEG_6611|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,4915,176,85,366,2165,376,464,58,5754,23694,24481,19329,963,30819,17620,8201
MEG_205|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,50,0,0,0,29,43,0
MEG_3894|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,0,0,2956,0,0,0,3998,2242,1054
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,121953,8846,14708,74242,71787,4498,45933,7503,65484,944,56055,98907,77349,1404,679,489
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,236,0,0,62,24,0,44,0,112,0,0,58,28,0,0,0
MEG_2479|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA,0,0,0,0,0,0,0,0,0,5334,0,0,0,0,5824,4678
MEG_2669|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,0,0,0,0,0,0,0,0,0,1887,0,0,0,2593,1705,0
MEG_5209|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,227,0,0,0,318,150,110
MEG_2621|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,85,0,0,0,80,0,43
MEG_6812|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,138,0,0,0,0,240,0,160,0,0,0,0,0
MEG_6776|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,161,0,158,0,0,0,0,0
MEG_3985|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4208|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,0,0,0,102,76,0,82,0,0,171,0,0,0,0,196,226
MEG_4038|Drugs|MLS|Macrolide_phosphotransferases|MPHC,5787,0,0,28,0,48,0,0,6147,426,8604,3909,0,385,346,196
MEG_2963|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,643,0,3437,0,3408,1714,0,0,0,0,0,0,0,0,0
MEG_2772|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,0,0,0,0,0,66,130,0,0,0,0,0,0,0,0
MEG_1782|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CMTR,0,0,0,0,0,0,0,0,0,33,0,0,0,27,0,0
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,79,157,106,216,95,68,126,234,271,0,73,0,38,0,0,0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,6185,48,218,346,132,174,721,134,1144,5923,2210,1225,3185,7845,4383,2330
MEG_905|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,62,0,0,0,0,0,0,0,132,0,0,0,146,118,45
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,213904,11233,26174,145167,146333,10025,91831,7195,125378,1672,97809,178703,137235,2081,1079,957
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,24432,93,49,3378,530,567,126,2529,16335,287,7128,5216,96,321,189,104
MEG_805|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2445,125,0,1234,1654,146,867,84,1152,4837,3261,3280,3267,5920,3437,1821
MEG_3962|Drugs|betalactams|Class_C_betalactamases|MIR,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0
MEG_1912|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
MEG_320|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,471,0,0,0,536,350,264
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,124697,0,0,54385,0,217607,43408,0,86112,7697,131659,71096,0,9043,5799,0
MEG_3597|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRD,0,0,0,0,0,0,0,0,0,4986,0,0,0,4899,3216,2213
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
MEG_6581|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,5726,184,88,454,2171,417,404,49,5809,25126,25539,19291,1012,31775,17789,9036
MEG_2428|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,40563,2396,3081,17578,17243,1159,9971,1582,21237,260,13884,23395,17582,337,120,129
MEG_3012|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,90,0,0,0,0,0,0,0,410,0,0,461,0,0,0,0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,283714,69924,140490,69103,71228,135998,50418,65871,134034,21990,292813,155170,60380,28245,16887,9468
MEG_979|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,2261,1049,244,15703,6531,3217,13585,334,2876,135,18316,6663,9536,113,138,66
MEG_6008|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
MEG_6588|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,5484,171,95,460,2173,400,397,59,5675,23724,25360,19055,934,30507,17043,8519
MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,1999,2023,1530,40889,12777,732,4615,1732,1985,1340,2229,911,6097,1707,923,583
MEG_7197|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0
MEG_3124|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,2036,0,0,0,2383,1352,811
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,65,0,0,13,6,28,0,0,47,82,380,72,0,64,42,37
MEG_7074|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETE,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
MEG_3778|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,0,90,0,0,83,0,0,131,0,0,0,0,0,0
MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,51543,13325,55732,264030,218547,57445,237138,41750,213352,588413,149980,67953,86509,665426,326101,198124
MEG_3816|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,14805,308224,1336267,126434,102949,955033,67326,616767,37907,16958,54034,14281,41197,17208,10384,6227
MEG_3642|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,173,0,0,0,0,0,2100,0,472,62,254,157,0,0,0,0
MEG_1668|Drugs|betalactams|Class_B_betalactamases|CFIA,555,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0
MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,16784,1787,2336,5727,21770,457,4426,1465,6792,342,5027,4515,7225,539,238,258
MEG_6906|Drugs|betalactams|Class_A_betalactamases|TEM,98,0,0,113,0,0,0,0,128,0,0,0,0,0,0,0
MEG_304|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,682,0,0,0,0,0,0,0,1687,0,598,264,0,0,0,0
MEG_862|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,82,0,0,69,1416,0,222,0,83,1220,671,281,953,1502,885,487
MEG_6683|Drugs|betalactams|Class_A_betalactamases|TEM,392,38,300,334,874,0,248,0,969,65,519,229,512,0,27,42
MEG_7463|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,0,0,0,44,0,0,0,0,0,0,0,63,22,0,0
MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,0,0,0,0,0,0,0,0,0,625,0,0,0,842,540,490
MEG_6678|Drugs|betalactams|Class_A_betalactamases|TEM,516,0,358,0,1066,0,332,0,1165,0,659,268,721,0,0,0
MEG_6714|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,77,0,0,50,0,208,0,134,0,0,0,0,0
MEG_5802|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRG,58,0,0,0,0,0,0,0,34,0,51,0,0,0,0,0
MEG_293|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,675,0,0,0,804,437,348
MEG_2208|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
MEG_1769|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,608,0,0,0,674,412,293
MEG_5090|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,25,0,0,13,0,22,28075,13,0,15,33315,19441,11174
MEG_7817|Biocides|Paraquat_resistance|Paraquat_efflux_pump|YDDG,0,0,0,0,0,0,0,0,58,0,84,0,0,0,0,0
MEG_6822|Drugs|betalactams|Class_A_betalactamases|TEM,170,0,0,88,0,0,0,0,166,0,112,0,0,0,0,0
MEG_6799|Drugs|betalactams|Class_A_betalactamases|TEM,132,0,80,142,0,0,95,0,305,20,165,88,0,0,0,0
MEG_792|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2751,0,0,1254,2214,0,903,0,1291,1425,3061,3846,4014,1632,1047,579
